-5.564381,36.077876
-5.960411,36.077876
-6.356441,37.037369
-7.294559,37.111176
-8.304840,36.889755
-8.809980,36.742140
-8.485247,38.365897
-8.847642,38.217036
-9.247147,38.514759
-9.138191,39.259065
-8.847642,39.631218
-8.484455,40.896538
-8.593411,42.385150
-9.213532,42.757303
-8.301589,43.129456
-7.499078,43.501609
-4.106649,43.129456
-1.553207,43.352747
-1.334340,43.278317
-0.823652,45.213512
-1.042518,46.106680
-1.772073,46.627694
-1.845029,46.999847
-1.662640,47.148708
-2.501628,47.520861
-3.377094,47.669722
-4.507904,47.893014
-4.507904,48.339597
-3.340616,48.711750
-2.392195,48.488459
-1.516729,48.488459
-1.553207,49.232765
-1.589684,49.679348
-1.224109,49.530487
0.128519,49.158334
1.737050,50.125932
1.919837,50.721377
4.040173,51.540113
5.100341,52.879864
6.270182,53.400878
7.659368,53.549739
8.500191,53.847462
8.865766,54.442906
8.646421,55.410504
8.280845,55.484935
8.207571,56.303671
8.573945,57.122408
9.599794,57.271269
10.405819,57.345700
10.295906,56.601394
10.772193,56.526963
10.808831,56.229241
10.185994,56.005949
9.563157,55.336074
9.563157,54.740629
10.149356,54.294045
11.028656,54.219615
12.127780,54.219615
13.373454,54.368476
13.813103,53.773031
16.194539,54.294045
18.246237,55.038351
19.272086,54.442906
20.627673,55.038351
21.176036,55.559365
21.249151,56.899116
22.711451,57.420130
24.319982,56.899116
24.539807,57.941145
24.319982,58.908742
24.393257,59.429757
27.208186,59.429757
29.291964,59.653048
30.242460,59.801910
28.667049,60.322924
27.421375,60.695077
25.076577,60.099632
22.511954,59.950771
21.522742,60.620646
21.412589,61.960397
21.412589,63.151286
22.918011,63.523439
24.974196,64.783449
25.487121,64.931685
25.450483,65.598749
22.995773,65.969340
21.823374,65.598749
21.237174,64.709331
21.163899,63.968149
20.650975,63.523439
18.086352,62.856376
17.207053,61.374011
17.170415,60.484593
18.269539,60.484593
18.745826,59.595174
17.170415,58.631638
16.730766,57.149273
15.961379,56.259855
14.129505,55.815146
14.056230,55.222200
12.737281,55.370436
12.297632,56.111618
12.554094,56.704564
10.795495,59.224583
10.539033,59.595174
10.061704,59.076347
9.180482,58.853992
7.234450,57.964574
5.802463,58.112810
5.361852,60.188120
5.068111,61.448130
5.655593,62.263430
6.903991,63.004612
10.428880,63.523439
12.264760,65.450513
15.238885,67.822296
16.817742,68.934069
18.763775,69.675251
20.452784,69.823487
23.463627,70.564669
25.189354,71.009379
25.960423,70.935260
27.943174,70.861142
30.361247,69.823487
33.548706,69.749369
38.128390,68.489359
41.205938,67.748177
41.315850,66.932877
39.923626,66.265813
37.688740,66.043459
34.721105,66.562286
32.596132,67.155232
32.266395,67.081113
33.145694,66.414050
34.867655,65.821104
34.904293,64.709331
35.527130,64.338740
37.871928,63.745794
39.593889,64.561094
40.912838,64.486976
40.363276,65.598749
42.708074,66.339931
44.246848,65.821104
44.246848,67.081113
43.880473,68.267005
45.712346,68.563478
46.811470,67.525823
45.602434,67.525823
45.126147,67.525823
46.445096,66.636404
47.983869,66.858759
53.369577,68.711714
54.505339,68.785832
56.740225,68.415241
59.268210,68.859951
61.026809,68.637596
61.979383,69.527014
66.192692,69.082305
68.390940,68.192887
69.050414,68.637596
68.171115,69.527014
67.071991,69.601133
67.071991,70.935260
66.888804,71.009379
67.328453,71.305851
68.647402,72.121152
69.709889,72.714097
71.505125,73.084689
72.640886,72.788216
72.640886,71.824679
71.981412,71.305851
72.677524,70.935260
72.604249,69.378778
73.080536,68.711714
73.959835,68.489359
74.985685,68.934069
77.257208,70.787024
79.999022,72.121152
81.497880,72.121152
82.009685,73.084689
83.545101,73.232925
84.093464,73.751752
87.054623,74.048225
88.919056,75.159998
92.721038,75.604708
97.692860,75.901180
100.617462,76.271772
102.262550,77.161190
105.501984,77.309426
106.921512,76.790599
109.796965,76.345890
113.327584,76.197653
113.800760,75.234117
113.254788,74.937644
110.524927,74.863526
109.250993,74.048225
107.321891,73.603516
107.212697,73.158807
108.341039,73.158807
111.252890,73.974107
113.181992,73.751752
116.785407,73.529398
119.260481,73.529398
120.934795,73.010570
123.435317,73.307043
124.051388,73.825871
127.820291,73.232925
129.668503,73.232925
129.523545,71.676443
129.885940,71.305851
131.842870,70.861142
132.930054,71.676443
134.053477,71.454088
136.445281,71.379970
140.105466,71.898797
143.258298,72.639979
145.940018,72.491743
149.130291,72.194020
151.209345,71.151992
154.399617,70.928700
157.625736,70.854582
159.023721,70.928389
159.955710,70.042704
160.099093,69.747475
161.819690,69.378439
166.013644,69.747475
168.200235,69.526054
170.350981,68.861789
170.888667,69.304632
171.247125,70.042704
174.760010,69.821282
178.237048,69.452247
179.814262,68.787982
179.921799,67.016611
180.029337,65.745958
179.921799,65.145483
179.061501,64.469949
177.555979,64.845246
176.588143,64.920305
176.659835,64.469949
178.093665,64.319831
178.989809,62.968763
179.455804,62.443348
179.025655,62.293229
176.874910,62.668526
174.473244,61.917932
170.781130,60.266627
169.992523,59.816271
168.809613,60.491805
167.375783,60.266627
163.253520,59.215796
162.787525,58.014847
162.823371,56.363542
161.855536,54.637177
160.529243,54.336940
158.916183,52.685635
157.876656,51.559745
156.514517,50.655237
156.442826,52.162750
155.761756,55.102402
155.869294,56.383789
157.303124,57.589800
160.421705,58.946562
163.647824,60.672926
164.902425,62.324232
164.472276,62.549410
163.038446,62.174113
161.066929,61.273401
159.991556,60.597867
159.848173,61.798816
157.195587,61.648698
154.543000,59.547036
154.507155,59.021621
152.033797,58.421147
149.381211,59.021621
147.015391,59.096680
143.287431,59.547036
138.627483,57.295257
136.691811,55.869129
135.365518,54.968417
135.365518,54.367943
136.333354,54.292883
137.803030,53.842527
140.097159,54.067705
141.136686,52.866756
141.387606,51.815926
139.882084,48.062959
137.265344,45.510942
135.508901,43.784577
133.240730,42.658688
131.908629,43.109043
129.784469,41.307620
128.272354,40.181730
127.516297,39.656314
127.588302,39.207849
129.460444,37.339241
129.532449,35.395889
126.868248,34.269999
126.436215,35.095652
126.760240,37.272372
126.688234,37.872847
125.500145,37.497550
124.922841,37.872847
125.644470,39.374034
124.020805,39.599212
121.819836,38.548381
119.835355,39.148856
119.077645,39.374034
118.211690,38.923678
117.923038,38.098025
118.319934,37.947906
119.618867,36.897076
121.285315,37.947906
122.242636,37.272372
122.384462,36.822016
121.285315,36.520514
120.186168,35.766757
119.475490,34.631356
120.861312,33.193182
121.323253,31.527928
121.607524,28.867494
119.795295,26.511110
118.764813,25.218899
116.206373,22.558465
114.216475,22.330428
112.191043,22.026378
110.520950,21.038217
108.992993,20.962205
106.683290,20.886193
105.688342,19.137907
106.114748,18.149746
108.002163,16.249436
109.101310,14.197102
109.172222,11.156606
106.335715,9.712370
104.917461,8.268135
104.882005,9.332308
105.130199,10.168445
103.109187,11.080593
101.513652,12.600841
100.662700,13.284953
100.201767,13.056916
99.811747,11.911924
99.350815,10.232603
99.705378,9.163944
100.910894,7.255625
102.813029,6.096095
103.693648,5.091169
103.623198,2.617505
104.574266,1.535277
104.256550,0.991882
102.103142,2.078672
99.737924,6.658712
98.714173,7.512618
98.219948,8.987547
98.678871,11.005870
98.502362,13.955727
97.690421,16.362189
96.737274,17.060839
95.537014,15.508283
94.830978,15.585911
94.266150,16.284561
94.689771,17.371351
93.842529,19.467302
92.501062,20.631719
91.795026,22.106647
90.700672,22.960553
89.888731,21.873764
87.347004,21.485625
85.581915,19.389674
82.651869,17.293723
80.538385,15.812578
80.080464,14.877118
80.115688,13.318018
80.115688,11.914828
79.587317,10.121864
78.143103,8.718674
77.332935,7.705259
77.051137,7.783214
75.642148,11.369143
74.831979,12.538468
73.563889,15.422803
72.718495,19.086688
72.507147,21.503292
72.260574,21.737157
70.569786,20.801697
68.843775,22.360797
66.976864,24.621492
65.990572,25.323087
58.769502,25.167177
57.395737,25.556952
56.830909,26.804232
56.407288,27.038097
55.207028,26.726277
53.583147,26.336502
52.453490,27.271962
51.288532,27.973557
50.970816,28.986972
50.158875,29.844477
48.782106,30.234251
48.111373,29.688567
48.076071,29.298792
48.499692,27.956729
49.488142,26.930447
50.194177,26.377833
50.759005,25.272605
51.112023,25.983109
51.465041,25.904164
51.570946,25.351550
51.535644,24.719992
51.500342,24.246323
52.382887,23.930543
54.006768,24.088433
54.889312,24.877881
55.736554,25.272605
56.054270,25.983109
56.371293,26.140998
56.371293,25.825219
56.300843,24.873888
56.476967,24.556778
57.251911,23.764003
58.273428,23.367615
58.766575,23.367615
59.330170,22.733394
59.788092,22.416284
59.435844,21.544231
58.837024,20.830733
58.132529,20.355068
57.745057,20.196512
57.745057,18.928072
56.653091,18.610961
56.653091,17.897463
56.089495,17.897463
55.314551,17.342520
55.138427,17.025410
53.799888,16.946133
53.306741,16.391190
52.179550,15.756969
50.488763,15.043471
48.304830,13.933585
46.931065,13.537198
45.698200,13.299365
44.571008,12.348034
43.443817,12.427312
42.809772,14.805638
42.668873,15.994802
42.316626,17.580353
41.048535,18.531684
39.709996,20.196512
38.970276,21.940619
38.160108,24.072129
36.821568,25.651026
35.447803,27.308867
34.459354,27.861481
34.000431,27.782536
33.188490,28.571984
32.160256,31.019274
32.089344,31.335053
32.550276,31.098219
33.649423,30.940329
34.677657,31.335053
35.457696,34.019177
35.918629,34.334957
35.883173,36.387522
35.493153,36.545412
34.854939,36.545412
33.613966,36.308577
32.337538,36.229633
31.096566,36.545412
30.458352,36.150688
29.146467,36.071743
28.189146,36.703302
27.480019,36.861191
26.877261,38.597977
26.203590,39.308481
26.274503,40.255819
25.210813,40.808433
24.643511,40.808433
23.721646,40.255819
23.296170,40.176874
22.656560,40.255819
22.763162,39.624260
23.859910,38.907755
24.565945,38.350473
25.095471,37.395133
24.071720,37.315521
23.400987,37.156298
23.118573,36.200958
21.953614,36.280569
21.106372,37.872803
21.247579,38.589308
20.294431,39.385425
20.012017,38.987367
19.553094,40.181542
19.058869,40.420377
19.200076,41.133875
19.341592,41.609541
19.341592,42.085206
18.386360,42.481594
17.254233,42.957259
16.228243,43.274369
15.485284,43.987867
14.883842,45.018476
14.317778,45.177031
13.857852,44.939198
13.504062,45.097753
13.716336,45.652696
13.221030,45.652696
12.513451,45.414863
12.265798,45.018476
12.301177,44.542810
13.008756,43.750035
13.539441,43.353647
14.282399,42.560871
14.530052,41.847373
15.343769,41.768096
15.732937,41.847373
16.263622,41.847373
16.228243,41.371708
16.935822,40.975320
17.820297,40.816765
18.244844,40.578932
18.527876,40.182545
18.421739,39.706879
17.961812,40.023989
17.608023,40.341100
17.218854,40.341100
16.935822,40.341100
16.652791,40.103267
16.582033,39.786157
16.900443,39.548324
17.077338,39.469046
17.112717,38.914104
16.794306,38.755548
16.617412,38.755548
16.617412,38.517716
16.263622,38.200606
15.803695,37.962773
15.520663,38.200606
15.662179,38.438438
16.051348,38.755548
16.228243,39.072659
15.803695,39.944712
15.449905,40.023989
14.919221,40.182545
14.671568,40.658210
13.893231,41.054598
13.504062,41.450985
13.079514,41.371708
11.912008,42.005928
11.027534,42.560871
10.567607,42.957259
10.143060,44.225700
8.763280,44.304978
8.161837,43.670757
7.383500,43.670757
6.711299,43.115814
5.013109,43.353647
4.128635,43.512202
3.102644,43.036537
3.314918,42.085206
3.244160,41.607536
1.722864,41.368701
0.838390,40.731807
0.449222,40.094914
-0.081463,39.695177
-0.116842,39.135547
0.130811,38.734126
0.307706,38.734126
0.201569,38.332705
-0.152995,38.332705
-0.613927,37.610147
-1.181229,37.449579
-1.606705,37.369295
-1.819443,36.807305
-3.273153,36.646737
-4.407756,36.646737
-5.435990,36.004463
